,topic,country_code,citizenship,gender,is_denominator,language,languages,max_age,min_age,scholarity,audience,age_range
21852,health,TN,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,27000,18-24
21853,health,AE,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,1100,18-24
21854,health,YE,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,470,18-24
21855,health,PS,Locals,Male,False,European,NOTSELECTED,24.0,18,GRAD,470,18-24
21856,health,DZ,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,530,18-24
21857,health,EG,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,1700,18-24
21858,health,IQ,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,760,18-24
21859,health,JO,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,230,18-24
21860,health,KW,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,1200,18-24
21861,health,LB,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,190,18-24
21862,health,LY,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,100,18-24
21863,health,MA,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,1200,18-24
21864,health,OM,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,2600,18-24
21865,health,QA,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,7000,18-24
21866,health,SA,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,74000,18-24
21867,health,SO,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,170,18-24
21868,health,TN,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,220,18-24
21869,health,AE,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,22000,18-24
21870,health,YE,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,90,18-24
21871,health,PS,Locals,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24
21872,health,DZ,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,3000,18-24
21873,health,EG,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,2500,18-24
21874,health,IQ,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,2100,18-24
21875,health,JO,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,510,18-24
21876,health,KW,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,540,18-24
21877,health,LB,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,640,18-24
21878,health,LY,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,80,18-24
21879,health,MA,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,5300,18-24
21880,health,OM,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,890,18-24
21881,health,QA,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,2800,18-24
21882,health,SA,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,25000,18-24
21883,health,SO,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,6400,18-24
21884,health,TN,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,3100,18-24
21885,health,AE,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,11000,18-24
21886,health,YE,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,130,18-24
21887,health,PS,Locals,Male,False,SE Asia,NOTSELECTED,24.0,18,GRAD,80,18-24
21888,health,DZ,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,360000,18-24
21889,health,EG,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,720000,18-24
21890,health,IQ,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,240000,18-24
21891,health,JO,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,110000,18-24
21892,health,KW,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,3400,18-24
21893,health,LB,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,68000,18-24
21894,health,LY,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,58000,18-24
21895,health,MA,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,370000,18-24
21896,health,OM,Locals,Female,False,Arabic,NOTSELECTED,24.0,18,ND,3500,18-24
